	C0	C1	C2
SIN3A	0.5480860051185614	0.7994873336417327	0.4976420505467744
COG2	0.5598206395697505	0.6822193858863376	0.37720557291314183
TSPO	0.8081547536219755	0.7143689952858938	0.9493632987198445
RNF32	0.03867334407377238	0.030541954881820953	0.02588997678988515
RPAP1	0.14262838824911153	0.18801005726079728	0.5132999541993434
TAF1C	0.2666131672230421	0.5968798159557741	1.149729649175472
KLF11	0.4769310733999149	0.9504059985076461	0.5236114266979058
RAF1	0.6612963515988213	0.9057284249631881	0.8165815293266436
EAPP	0.6231879540568318	1.0188299425624188	0.2999030093976646
NAA15	0.6151950278868253	0.7710418658393757	0.27615895179222677
ACTA2	0.89310656698526	1.1273640878515216	0.9139682163615048
METTL1	0.33055220162668925	0.1429186580052797	0.27074637818013064
BCL2	0.0001910206186397734	0.8933855939504094	0.5015487256846985
DAXX	0.11070411755777941	0.11914771438801733	0.1926247649789201
FANCF	0.21099951168051073	0.23298930416137417	0.310905253163258
LMF1	0.13431895123913218	0.3598094049487842	0.8159056079018323
TUBGCP2	0.418946788621591	0.5221200109047809	0.8775932435386798
EFCAB12	1.5310510530450844e-21	0.10060726222795682	0.1568204730655359
NCAPH2	0.18310944948135027	0.35046492098181475	0.7820723500758988
PITPNB	0.5284601037016355	0.6797056484483841	0.2220349169314994
CKAP2	0.4984507693523695	0.26487054397145365	0.1753113388549958
DFFA	0.16114007213156328	0.24659871325933855	0.31500040537993923
CSNK2B	0.5223259614920966	0.5830833572101467	0.26766790281753344
VGF	0.10334118435318058	1.2456451096509555e-14	0.01916279393542609
FAM43B	0.016659288603433686	0.023102919417704166	0.01660245561109578
RAC3	0.17570449147683706	0.027640445097457063	0.3198797287797169
TFDP1	0.6321985122345752	0.7852883704042247	0.47947919360670355
NAA16	0.0758938141461053	0.2947888889620126	0.21025804189408298
MIDN	0.6206588477826375	0.8090183992333929	1.0258663604844842
TICRR	0.18720732869049259	1.0205844493596927e-21	0.0829264722671963
PQLC3	0.3772708945790702	0.5116363379687295	0.28266922382438214
MAD2L2	0.4037342581290906	0.14301167664353262	0.37737876494456973
CXXC1	0.30575207746196614	0.7295292904822795	1.1111163556572727
BYSL	0.24626296167697292	0.11180790229355662	0.26262314038980156
NLN	0.2195052992083988	0.15464232900552372	0.050443766857115505
ICA1L	0.023129200302491635	0.09104028362497293	0.03256890217554724
CCDC47	0.842161461271746	0.9799085801893695	0.5682053820719398
CYBRD1	0.6639852100310758	1.1181662554519558	0.2310522770873091
MEDAG	0.18863719181339048	0.23719843243879987	2.7407122322775424e-21
PIGT	0.9053872280183665	1.0341533047054257	0.9126446126929374
SRM	0.7747006158343582	0.40048479062435893	0.7161848156327018
PAX5	0.07797736746893169	0.027280705042401952	0.05871191892487678
KIF18B	0.1771420591581073	6.256067010272984e-22	0.11275247189641498
HSPA4	0.9240062807474994	0.9775690910381427	0.5822246428614555
LELP1	0.016895493109261632	0.0196012940846092	0.01460777318397714
EIF5	0.38824298426006487	0.5946052341274044	0.3331415529815455
GNE	0.31966037665170843	0.6122412238187502	0.33490804653007544
EMC7	0.8631475376942541	0.979816918899978	0.49331464223541166
CLTA	0.8586491675111884	1.0288650181567274	0.7728094035411908
CACNG7	0.012527712117646526	0.01411076183927607	0.03463101935062963
RPS20	0.9276586910247525	1.0842388420348033	0.7330983320480875
RAD9A	0.22802564034597564	0.3983218664718027	0.9334601357570195
WDR82	0.32931644625416645	0.3653543717923341	0.21214013000313078
CDK7	0.4782217589494882	0.45948886687528945	0.026898742462629216
SCO2	0.4100026492531666	0.1088551422838495	1.067596994956465
GEMIN5	0.2775350816816191	0.41408735907780064	0.38770851948880525
VMA21	0.727731108613357	0.7759717586948314	6.528117676633758e-15
NUTF2	0.6130483960249472	0.36388570355198896	0.061910140086223774
