	C0	C1	C2	C3
ATMIN	0.3070336151576226	0.801938411489131	0.5779202383354024	0.5624564571531846
TBX1	0.05475341273893412	8.860126874274722e-22	0.1924833230001219	0.10928238128167964
ILK	0.8557226465581912	0.9281495749656883	1.040055666643724	0.8108451668567623
LIPT1	0.05108558071060325	0.1577908231812875	0.26500318574021875	0.14070928294208765
ATP1B3	0.41419222070666006	0.7642625597144252	0.4807419615658777	0.7640556571991995
DPH6	0.04044429242413164	0.10461211826764492	0.11944159522348743	0.03355277080297733
AHCY	0.8183849538348188	1.1198320021353347	0.4083515046167257	0.5898471634468702
VMP1	0.6276869873368801	0.9084934474519064	0.8566715966243138	0.9632835822672492
TMEM259	1.144133978983377	0.7106251846937764	0.9660864245536359	0.6147766610813319
PPP2R4	0.9048283575463105	0.8306520065333002	0.6832099799887124	0.6157620563622512
TSC1	0.590124104984839	0.397866935138262	1.0601580510980957	0.3100775394204104
COG4	0.933549505310056	0.6397021890626112	0.8962226928085923	0.573567003984113
URM1	0.10315374687682488	0.11457189947262475	0.05582442262687224	0.03182954901401781
LIPT2	0.12732697772550336	0.10700243455852736	0.056276067158339466	6.365225877428735e-16
NOA1	0.6754595671866483	0.6663524852562362	0.5447817347523904	0.40571348486127196
POLD1	1.000150729507462	0.1642639803291802	0.4271084949852879	0.46043341730719356
MTX1	0.32388700016534083	0.3472381418947508	0.036781518420563576	0.12836646775861651
ATPAF2	0.4908213841259354	0.4428099667525295	0.42193134399205595	0.18122322305101926
DAP	0.49662525803878116	0.9957493767204507	0.6585890961546855	0.7648491691237048
TERT	0.12307699702299181	2.0549903952240427e-21	0.05568462234469829	0.023522505074348346
PCNP	0.00041523217239156383	0.6813768431193863	0.42730593049306814	0.5344639431190403
YAP1	0.4563371989101463	0.9491027205160337	0.913138408030656	0.7784033205065534
CDC20	0.15749654325779655	3.443968700820336e-21	1.129181142248534e-21	0.2874505473988989
THTPA	0.3252207723553358	0.07733536699465121	0.2710933204990838	1.0363308850032009e-07
RPS28	0.5817753517464508	0.4969545997530602	0.31560155433583875	0.16118499788594057
DOLK	0.4497941309353355	0.2884431704929692	0.2920480878978844	0.1566252631568097
C1QL2	0.01653369578534697	0.025283911554347258	0.012754149176703004	0.01454892953542963
B4GALT5	0.7807952905859734	1.0822172998650772	0.8445693878493487	0.8965334628322815
VRK1	0.015807242729043578	0.4644535458848217	0.584101097292613	0.7933658183550403
GFM1	0.3500281964073889	0.9154523849322685	0.6658844049875469	0.8205596915289024
SIRT7	0.8999954913210613	0.03563267070820996	0.43898895639205554	0.2447514939468546
IL18RAP	0.06663736248446366	2.1900703084514566e-05	0.24579947207634367	0.10229091355163529
RAD51D	0.4359229277032969	0.19355947485071517	0.46496995548520037	0.3710016995905747
PPP2R1A	0.9263905690496373	1.047998424768502	0.9860773852612825	0.8889089431985362
PHF23	0.7348789526245187	0.5091003042082376	0.545277522591576	0.4867520217859336
TPSG1	0.3546660862386238	0.09144566279323575	0.005164038887364049	0.08645567882722369
BABAM1	0.8699130478340561	0.8603122433304661	0.7181391020625018	0.6407143997054618
KLF3	0.41019474307966536	0.4825235606217396	0.6276688024702036	0.4470035294710757
NIPA2	0.13855790097759516	0.5819371222584473	0.3470704702392368	0.7486557648806899
AURKB	0.2577620806983345	2.5401546455409708e-21	2.807454466865925e-21	0.47163183113035406
PSEN1	0.19770515088367532	0.7196716087362369	0.7111621698481437	0.6821451467932675
RMND5A	0.0016616887057969848	0.46138178547275843	0.41091805881391674	0.2213245442675453
WWTR1	0.6418068817057583	0.99153831302582	0.9693067461092214	0.8198848557005742
NFRKB	0.5502613318772132	0.13897507759440794	0.5357833726029108	0.09189133694147436
CBR3	0.12381450240862067	0.09918921464047757	0.1002542323811282	0.14435471753567666
EFNB1	0.7448683338516721	0.5453499618429553	0.6859914337157116	0.37227283645584847
RAB35	0.7007396052949306	0.6369289464993357	0.595151178137143	0.7229354873466072
PIK3C3	0.3468939014503195	0.7327082010223136	0.998609988957631	0.6471467087747662
ASNA1	0.834212413144851	1.0201914803209482	0.5264172565072607	0.5915776812863527
WDR45	0.7013021216990064	0.35324435438108853	0.5100260094388253	0.17515748781803137
PPP1R14A	0.12799325199029665	0.43607304994510515	0.7595317334361078	0.15195520726455833
PPP1R2	9.564633075631482e-15	0.4939500938556444	0.2785394814879378	0.4983398425711012
SERBP1	0.31904194905872096	0.9623908844910798	0.4340822476074954	0.7588980323137305
SLC4A7	0.34593468764568636	0.6901392438014831	0.9060930293309811	0.8997129192396985
PAX3	0.0292945877023393	0.004434977476036425	0.0229150303028869	0.03634000334220886
DIS3	0.1375736466043438	0.4663029012847775	0.6383529307497355	0.4684994209276711
PRRC2A	0.7580884347559745	0.4474844688649532	0.5155614079198382	0.36101659754965837
ATP13A1	1.0958538887720974	0.5388843833689642	0.7808774444049692	0.5639764491657955
PIGX	0.002162921951160714	0.40335156984223147	0.09686590009475095	0.2463402078897857
COL6A6	1.1834191271148527e-21	4.523541911955809e-22	0.16626979601819974	0.04224678150394443
CDS2	0.18666526907062486	0.4603633353991518	0.34602594818560023	0.2099978171134454
PRRC2B	0.9660468254911176	0.7909417846144035	1.055047064288422	0.6913242218262685
PIAS1	0.23926682640472965	0.6249932627843537	0.7848897804258589	0.6658035161248126
EXOSC5	0.7771590806815157	0.49857254379536525	0.07445089678998613	0.0973685488674007
SLC25A29	0.5067574987433011	0.09656104152013296	0.5201774235523514	0.01186604252735866
RNF114	0.6139108316706556	0.9197836263427323	0.7002789112240255	0.7998838484464468
RPE	0.16017008996991117	0.2559285159022053	0.3437674415000532	0.27030898350770366
UXT	0.5861692949158619	0.9727734039502682	0.5538256654851937	0.7008643061235157
SYNPO	0.9062928074405848	1.0048488083793643	1.0711774284354998	0.7954584951695861
NUDC	0.7740812167255833	0.9857899673162448	0.6353767228067368	0.7001566542044636
RNASEH2A	0.5380902218043311	0.32449927161748066	0.0006631410749044027	0.4879122402742706
MRPL47	0.10415082016160507	0.8971248759960457	0.3100641302802749	0.7913917468765708
DUSP23	0.9242775509599819	1.16206162342871	0.7506303516284799	0.7473949261360493
PLEKHA5	0.5259973444731765	0.8987331003949602	0.5642057572997112	0.4259208980291789
MESDC1	0.5254045341677719	0.1456973424160055	0.38518083562136196	0.2097774986062903
D2HGDH	1.0832552207187691	0.6254803522905049	1.1097550804375056	0.35400803008990456
OGT	0.864013019166404	0.9439599030788962	1.0989346067073509	0.9164093911813292
DIDO1	0.9046927070420784	0.4711023153106534	0.8349663858878874	0.4691708622404311
SDHB	0.7435512315086451	1.0936561478560134	0.7410853014235119	0.7603066144168553
CHMP4C	0.1255936228466594	0.455590010021482	0.018885042619484285	0.1275476822906787
NT5C	0.8045877713512624	0.5316207268593766	0.3577937893152188	0.28888005069312395
RASAL1	0.5054733053676204	0.5265419402554273	0.09697927999119398	1.5928551420645066e-21
LRP12	0.10385291472484727	0.25629390652527906	0.21244928683551687	0.5635433036384955
INTS8	0.38114438426570035	0.5561766184012502	0.7613235996179493	0.7783387407855555
RNF168	0.6364187883840368	0.8552052897217451	0.96447657875028	0.8844254359296019
ATP2B1	0.18007070295064134	0.4478242779155483	0.739546270386793	0.8102240563174765
ARIH1	0.4749041099727677	0.8748655346229629	0.8944786125904789	0.814067454124581
RRM2B	0.03141684090096102	0.9575281873961551	0.46347563081983695	0.7668609656127342
TAF6L	0.5339356374810701	0.15288581385391334	0.33251106684130394	0.02420620314648467
RPF2	1.492679979947131e-14	0.30371975868401657	0.07040837465917951	0.17423420464083875
TFAP2A	0.17707342600391116	0.11200761195706853	1.2537524237991868e-14	0.4943645345721209
BDP1	0.215950477842751	0.29313400697539427	0.6274983632920366	0.3307659755830495
GNAL	0.033658422585544995	0.16700496935309858	0.06156690345884845	0.07977680104994733
RAD51C	0.13562577033375045	0.6286320917385391	0.44281059540442425	0.663654951523824
SIN3A	0.4128806362884842	0.6742260087655791	0.7601563591906415	0.6143551317936742
COG2	0.3646549255496702	0.7113104466995508	0.525993252423625	0.5586976363422026
TSPO	1.059475025536478	0.7968168356043575	0.6650465624497462	0.7787560013397887
RNF32	0.035703355472469424	0.04802295095807466	0.012408867867121448	0.031100967813546637
RPAP1	0.5866202375877154	0.23901483712338936	0.2375533123416603	0.07322719310928999
TAF1C	1.0971218040995152	0.3264352254305812	0.9671353284907964	0.30672193783862045
KLF11	0.45829569269398873	0.9345232855086298	0.7872208819582115	0.43688061172899184
RAF1	0.7192497773483063	0.6829282529741229	1.00974048825981	0.7655855760672278
EAPP	0.2011560839098942	0.9813622352548187	0.7643102236089392	0.6487168834865791
NAA15	0.18174479005224634	0.6777828646003947	0.6483783710485393	0.7022713636153443
ACTA2	0.8801728705981935	1.0543713556833854	1.051914525905896	0.9307665159332836
METTL1	0.40264326707558457	0.34662072269003397	0.007875845606886329	0.23756648863686475
BCL2	0.3091470425594645	0.7461131092825336	0.8367560541824951	4.2321039750095097e-11
DAXX	0.21454870525094794	0.1303229840426007	0.12196773423972451	0.09930562497256858
FANCF	0.3539116223439132	0.2863520903161033	0.20067484032559432	0.17080947294270846
LMF1	0.8076931668611206	0.24480440089393443	0.5989524585069904	0.10712812928966857
TUBGCP2	0.912398495724846	0.46409895001978363	0.6505847176762715	0.4067003318121223
EFCAB12	0.12677514664294545	0.04613503912402176	0.17218110748120907	1.2173164293466396e-19
NCAPH2	0.8342576906857705	0.32657494843929863	0.48352221740440776	0.12601333198511075
PITPNB	0.15033969136221617	0.6134122813577811	0.5420585505807769	0.598111096124957
CKAP2	0.17728377848339363	0.23787374493067606	0.23193619034877325	0.5888703597685152
DFFA	0.3527247012865092	0.2970575666759768	0.2129166279985051	0.10949789446370417
CSNK2B	0.31924505946189335	0.7401041454073773	0.31555468690888416	0.461816658011463
VGF	0.026391148909713072	0.029180326834496735	1.793013660124389e-21	0.10122230259108923
FAM43B	0.01995375591828016	0.03037631969614425	0.013777407912679241	0.011673095653534023
RAC3	0.4437785791878409	0.18437835499641803	6.504768348780017e-07	0.07383809462508761
TFDP1	0.41036017037949296	0.6710465649906779	0.7301681789598579	0.714869606215672
NAA16	0.09838933793287291	0.07901863298214522	0.43172480382730005	0.16453284626041262
MIDN	1.0729233418680766	0.8080714183557521	0.8306614208705554	0.5761972221414409
TICRR	0.1418956787779305	3.030050467855517e-21	3.3225269313208084e-21	0.21377634178523036
PQLC3	0.2352071601758321	0.45295155486145444	0.4562023610546702	0.4176685126984526
MAD2L2	0.506896883151076	0.29063332794903013	0.07564377343048286	0.3575837747296793
CXXC1	1.0466936240326135	0.47989922803176766	1.0176456117951693	0.334321088102819
BYSL	0.3665336115435224	0.24916420719346238	0.03347630756380541	0.18168629272415815
NLN	0.1008173247608808	0.26836484097968444	0.02081143885049711	0.17633937697339247
ICA1L	0.01158466610338411	0.06635801444928874	0.09018910721722069	0.02863629928504635
CCDC47	0.5837036827828569	1.0616535062477213	0.7203095075855452	0.825691254772999
CYBRD1	0.00010722745596256871	0.6485201431692881	1.1164747917360691	0.912607927295748
MEDAG	1.6906083039557506e-21	0.21081731216074973	0.12068528462896046	0.2398146912480879
PIGT	0.9191948288310826	1.015075170725645	0.9477826916045394	0.9242009122825201
SRM	0.9168845218679911	0.637299374646661	0.2620169957736897	0.7045287154748227
PAX5	0.027943051977161484	1.3458567792482601e-21	0.0588565567028737	0.12621085673672222
KIF18B	0.1912258134302025	1.3084453291097518e-21	1.6138016011070795e-21	0.19378917584702268
HSPA4	0.5819400062396287	1.0175527400934588	0.7592306084041358	0.950249792740833
LELP1	0.016822586337390866	0.02426984759820406	0.012852067500424056	0.014509137831797615
EIF5	0.2475151019362405	0.4694561337128682	0.585083696572821	0.4517893455336253
GNE	0.31004287558552035	0.6260200790041784	0.47980323817331944	0.28476799537073144
EMC7	0.5288338103731113	1.1250947802181757	0.6428757912921743	0.8234187294377873
CLTA	0.7664462271117548	1.0192339704531748	0.8889109214642129	0.8767962228943975
CACNG7	0.03599357941995149	0.009256361222019324	0.0239528834818436	0.012696311522148505
RPS20	0.7248282598523527	1.0999672114563075	0.8954797841535985	0.9420630239808108
RAD9A	0.8948144031700929	0.1539459180385012	0.7484197097112556	0.2883502381581651
WDR82	0.15431376978343062	0.24592973641080088	0.38596434912817645	0.4165483278935174
CDK7	0.06210930777802546	0.6245227470537617	0.16270276303220946	0.43572861954257064
SCO2	1.156499483151613	3.523226671610603e-05	0.4778242514777181	0.4760749097835408
GEMIN5	0.4238432275110317	0.4851753724526538	0.3269594582545313	0.2133819524449905
VMA21	6.130850148987312e-17	0.9480597158992214	0.31130551043533733	0.7450428205203463
NUTF2	0.1683678561595999	0.6192623655496597	0.034990606008330406	0.5560190940675566
