	C0	C1	C2	C3	C4	C5	C6	C7
CALR	0.9697908387365506	1.2820602987303058	1.404617495931591	1.3254919937186205	0.5007891721299592	0.4585712408179312	1.2836882711953663	0.8709648449089472
FADD	0.5317808792880043	0.5772229177844151	0.7548443106884759	0.5993662609655482	0.4115493064453515	0.32733353850264285	0.6927853432651205	0.2843726964820942
MEN1	0.4669015009025612	0.45112211420043197	0.736093248581569	0.6182834300668801	0.5351120676896295	0.33678088525417504	0.6949795134786095	0.2655596221669264
CASP8	0.6652426756893488	0.7416471832343228	0.45162291958119904	0.8778735425233729	0.18071399164752655	0.23212829438841284	0.5198585169284539	0.3948393948596495
IFNGR2	0.6633205838379759	0.853106089325209	0.7826697508340683	0.9953484415128457	0.23352812868328876	0.2714900907357553	0.8556133794073475	0.5699345199799287
TAP2	0.4412759323694962	0.4353034054274912	0.07636486586149617	0.7191454059952361	0.07571906825450062	0.2248703162339435	0.03869077317350696	0.0925958963566447
TAP1	0.6204143294100376	0.6096104816437075	0.32234541385042575	0.8588199928382364	0.12695863588125378	0.3697982332197507	0.2442252209189534	0.006768215397515927
IFNGR1	0.7272522463789336	0.8190540123259256	0.7348544217067924	1.1216373715959198	0.24359236066499632	0.20800738876389122	0.6651710324633843	0.7477925973414511
B2M	1.1708444534629092	1.349801816329506	1.3854211309734241	1.7779714772399053	0.19067476042294904	0.5371574089072457	1.329738186171634	1.1286406112445728
JAK2	0.6137279513912544	0.6081484452847702	0.37982842884723383	1.1053663855864004	0.25861885814095464	0.2526227857340508	0.4037331683839823	0.6357238482404461
TNFRSF1A	0.8391460738690544	0.8799447865898691	1.078696333309003	1.077386146628606	0.5216992159075643	0.31632611077693723	0.893368683710203	0.628742656780674
TAPBP	0.7447346556857614	0.8115701629487221	0.7704006297151417	0.9997408971521032	0.1699237326875457	0.3076254002818245	0.7842774786526406	0.44714669564462195
STAT1	0.9377499205073168	1.2459877733816893	0.6832614968416773	1.452681298711519	0.11603027382977861	0.4530231591884061	0.7952585946405829	0.6746235614337731
JAK1	0.7793978072857768	0.80147057424313	1.0106738866951461	1.1029384362629853	0.3657979984321721	0.3015608609257114	1.027465185670347	0.7295164167576695
