	C0	C1	C2	C3	C4	C5	C6	C7	C8
NABP2	0.7421086381069142	0.18873091399403943	0.5559018519715079	0.3170702369673978	0.42241130750168515	0.43987218987415194	0.11971378270291975	0.7586125504737673	0.7613113368686671
CNOT11	0.8197681181280261	0.477743259685713	0.7051340278784338	0.42778138513234876	0.5982226483393662	0.5092717322631449	0.126678203207077	0.8239834581652373	0.9670656859157499
DNAJB13	0.8185635704598896	3.4860247330209156e-08	3.849592618411149e-18	3.712036361131844e-18	1.8456263880035497	9.069833226441102e-18	7.305624155078173e-18	3.336114349568344e-05	2.386832022000732e-18
PFN1	1.0783035902301292	0.9491340124362905	1.0107886786751215	0.7804150535615098	0.811831640033768	0.8948931646488631	0.28430822591890537	1.0884344427399533	1.646987617136118
SQSTM1	0.9986390485228331	0.7732207708758331	0.881065858316398	0.6037922511998403	0.35343221363150895	0.7968026961498872	0.2329605047234792	1.4464474050223475	1.4933489737838936
CASP3	0.5516467151393812	0.3509199825519766	0.643863627987465	0.5943958832944618	0.6528784899121347	0.43595954095262063	0.24291935524067293	0.23139620223358928	0.797522747618617
NOP58	0.6937331133069403	0.48702930607928524	0.7762585171931848	0.5651885084510809	0.5624332671381616	0.5700816316948353	0.1728329548237713	0.6140441875327903	0.9269153313768552
ERAP1	0.6526761427530208	0.5003694523614186	0.7178653758974829	0.5413316895017329	0.7851197393912106	0.514805405124813	0.16512007188604158	0.4970409026145605	1.0502923509513438
PDIA3	1.0551076351447755	0.569180997171135	1.061602259921672	0.6214775035960414	0.7548921418658383	0.7906192950128116	0.23586597701093434	0.9733236849965062	1.3967983766610497
TNFRSF1B	0.3503173022115592	0.9579395319089304	0.5323352091476646	0.5188011412488701	0.849717376722584	0.5054140051741476	0.1804274475859056	0.3508081598348924	1.1862259999982434
STAT2	0.6493982752799987	1.0668486083432507	0.5492078982561004	0.423157438366487	0.7270815931029476	0.5856736381011077	0.2099681958875466	0.5929446714173999	1.151133480069988
TRADD	0.46017568721416846	0.914380351742272	0.4456515534743856	0.20481067976297168	0.4158058281184938	0.3432650632576511	0.14454585582863955	0.9769467672697955	0.9103085980455102
EIF3L	0.635675343743703	0.5278081656631793	0.9359328481119265	0.5695480764136751	0.43991655519896844	0.7138352109646297	0.16038155867108847	0.9474882900244448	1.0378583451823893
ATP5SL	0.40539305754583366	0.4816751575530279	0.43865833692787326	0.2757883428248328	0.2358568814699755	0.37863135887841287	0.18855738967205224	0.7337055657500693	0.642615287026182
KMT2A	0.4391719439062434	0.7092534141292792	0.6737493731082774	0.43023131338564885	0.5806543138803502	0.5435210160450245	0.16193642315895185	0.5487060825392354	0.8526096952785496
ARID1A	0.6185192170776992	0.922260880775529	0.7812925734076348	0.5337020180781409	0.6376591426841469	0.7284755057143505	0.20052004158817224	0.8255168339848403	1.1435341031104431
ADO	0.3851965702659962	0.6208947120365157	0.25127129455874797	0.18512798875509442	0.16489322071560414	0.34122382497892834	0.1544610881484782	0.6119429439687034	0.6300060927456611
WDR24	0.32408486206336723	0.8107762958844533	0.25732655447054875	0.06590101397273959	0.08410996499110167	0.3138814667058955	0.26888281095099764	0.8135587671693213	0.6339901419488003
NF2	0.6380715813342314	0.5676791825728518	0.5547046111329113	0.358086305653764	0.34207770690276645	0.5058215051925136	0.2292134844409281	0.9953226233399225	0.8499149705123417
RC3H1	0.5261059745265024	0.6642589999540855	0.7397747358058961	0.4539224364987126	0.5247227462475298	0.5396249705442828	0.16158056488312475	0.620912571482266	0.8903336367118972
CALR	1.248068450471281	0.8883721605690881	1.161235867986978	0.6919343746707205	0.8045855639836744	0.9554567894150978	0.30176283420680494	1.2765399045757972	1.6637064757323334
FADD	0.6096983855802621	0.6011848274019587	0.4473689458628024	0.2813281037852483	0.3342482841176992	0.40266125160995503	0.21307990406051763	0.8177474594733743	0.8382236556665954
MEN1	0.5082590164168892	0.7094948542057401	0.44556486878706525	0.2487512248093383	0.2431261215828308	0.4382090394722209	0.20363896017733865	0.8623181248031964	0.7595820351406937
CASP8	0.5669046655605033	0.5411967656232705	0.5220284114323743	0.5017133213300272	0.7414292012552909	0.3468586820902081	0.12415214578124946	0.3957397851947866	0.8568566729956575
IFNGR2	0.7144046458731182	0.5749163349650851	0.8543848650211298	0.5029913697860302	0.6973569449354614	0.56197830756729	0.174393344666505	0.6702558919194553	1.112745662278894
TAP2	0.13425267331112908	0.5120410077061882	0.10276790320902261	0.33623224254714557	0.5129314475427234	0.09155524017232003	0.10392710748740012	0.0036069214762478505	0.5887472684497794
TAP1	0.3136171911276683	0.6537722892250265	0.15684716965629486	0.36968739511869525	0.5859228475261437	0.10287213419966246	0.19976493935204362	0.2740971057787516	0.872213771730352
IFNGR1	0.637296882114475	0.607335010159252	0.8864678100331523	0.6092054889862347	0.8274571771808907	0.6787243291993198	0.12544772167437854	0.4969035605647983	1.0956627819949905
B2M	1.0057704333001343	0.9040738864196474	1.353546832689042	1.0959570598853348	1.1693095594283616	1.0325180402899168	0.28996045258346737	1.1358178819371405	2.004661083115606
JAK2	0.2996595127996291	0.6887724173076144	0.6495939271098452	0.6032359288282881	0.8246126338933122	0.5602751044707216	0.1888128114235754	0.16324193033362766	0.8935319537138996
TNFRSF1A	0.853870614971157	0.8519365377340953	0.832137114648178	0.4824085341727178	0.696103338879985	0.748335149175074	0.17088722430029432	0.9719698185186372	1.2637196267781798
TAPBP	0.6331313836355452	0.6072268385344656	0.6552973371394256	0.5454359225648374	0.682222068551315	0.45597661002318196	0.11530813042363525	0.7420664253345127	1.1611582634061193
STAT1	0.8223128234027824	0.7568180815920953	0.7663069715620303	0.8947513858950833	1.076671279217952	0.6320688076908173	0.23654503584719383	0.5103186663438622	1.5173795420029261
JAK1	0.7234125074938376	0.7125908326775222	0.9880897232233656	0.6124672050860615	0.7350554409326833	0.7090688436385979	0.15301233326730518	0.9557489058832908	1.2187171290264545
