row_id	RENCA.CTL.LAWSON..Gene..Statistic.Value	EMT6.CTL.LAWSON..Gene..Statistic.Value	B16.CTL.LAWSON..Gene..Statistic.Value	X4T1.CTL.LAWSON..Gene..Statistic.Value	CT26.CTL.LAWSON..Gene..Statistic.Value	MC38.CTL.LAWSON..Gene..Statistic.Value	B16.CTL.KEARNEY..Gene..Statistic.Value	MC38.CTL.KEARNEY..Gene..Statistic.Value	B16.CTL.PRFKO.KEARNEY..Gene..Statistic.Value	MDAMB231.CART.HER2.KEARNEY..Gene..Statistic.Value	MC38.NK.KEARNEY..Gene..Statistic.Value	MC38.CTL.PD1.KEARNEY..Gene..Statistic.Value	MC38.CTL.IgG.KEARNEY..Gene..Statistic.Value	MART1.CTL.LIBA.VRED..Gene..Statistic.Value	MART1.CTL.LIBB.VRED..Gene..Statistic.Value	K562.NK1_1.PECH..Gene..Statistic.Value	K562.NK2_5.PECH..Gene..Statistic.Value
CANX	1.97	-2.22	-1.18	-1.33	-1.99	-0.78	-0.495311860576521	-0.840121975270898	-2.51333413929011	0.826430372682621	-1.36849239776707	-2.70199885373123	-2.33093096853435	0.70935	-0.57903	0.461611425009848	-1.32396701411836
PIGK	-1.91	-5.41	-2.83	-0.58	-3.1	2.56	-2.2301121260705	-0.79505759503757	-2.46539573737375	-0.514789676631735	-0.678460122144357	-2.61805712352691	0.926049993306483	0.31827	1.0048	1.05816549324798	2.05891898569899
MAPK1	-1.9	-2.19	0.41	-9.56	-2.19	-2.07	-1.06609654784213	-0.829149175985345	-0.140126554655908	-1.46553137047656	-1.02904187023935	-1.93950398303945	-0.612480342352284	-0.16252	-0.11416	-2.52332169107891	-1.53673588378383
SLC10A7	-1.88	-4.13	-0.53	1.73	-2.05	0.67	-2.34691446108586	0.270468301747628	-2.35696466467535	-0.748663580332868	-1.59357168773283	-1.91591433919113	1.66938047819191	1.4505	0.88349	-1.58966649413752	-1.75423644961079
TPR	-1.8	-2.56	-2.86	-1.85	-5.17	-0.41	-0.024918463579212	0.856538476015501	-1.23734238132902	-0.838161511598896	-1.36453896316787	1.00142786114104	1.18864345567523	-1.0206	-0.43626	-1.50367915107574	-1.68648719190121
PTPN1	-1.73	-0.91	-2.88	-0.12	-4.01	-0.28	0.123791957269724	1.7076139403788	-0.140810054332888	3.34321403095311	-2.5659623350467	-0.112231315297874	-0.499794192893139	0.061507	0.22589	-5.52051891831012	-5.07871312036888
HNRNPF	1.78	-3.66	-1.32	-0.71	-1.91	-1.95	0.126975234344419	1.70967493615138	-1.48686677867463	2.23077555436468	-2.52486725311845	-0.472598013496963	-1.15219731689656	-0.032192	-1.7433	-3.17671370616678	-2.7808666576028
SRGAP2	1.57	-3.54	1.11	2.02	-1.79	0.2	-2.58265257318171	-0.757216777997889	0.330688221646223	-2.19041711356277	-0.0659470268904601	-1.84023325264392	-3.28042178545412	-1.6888	1.1946	NA	NA
USP8	1.5	-2.02	0.65	0.96	-3.01	0.69	0.0278773167782727	0.25912343973174	-0.309159763009718	-1.52142188632451	-2.43840587439206	-1.00511806991554	-1.72049776276407	-1.1141	-0.91891	-1.90011522593459	-2.20267022976536
RANGAP1	1.45	NA	1.71	0.96	1.61	NA	-0.756015337513175	-1.19927765678368	-1.69880463513835	-0.142329178528674	-3.20833476413811	-3.54116789627668	-3.4729350085882	-0.13329	-0.17469	0.085907436369436	-1.66190412242432
GFPT1	-1.34	-6.86	0.11	-0.86	0	NA	0.442510270368713	-2.40727641717557	-1.47312252771858	-2.37941801068627	-0.945311243359762	1.57713702278346	-1.78004864510612	-0.11982	0.06812	-3.10290058946745	-2.83960095217672
COPE	1.37	-2.96	1.02	1.24	-2.01	2.22	1.39721143186904	-1.46704431736989	-1.80085333376005	-2.22990124094019	1.41863999288658	0.553647662822254	-1.36722752610441	0.2989	-2.4056	0.202788943753424	1.5577184707177
ANAPC13	-1.26	-1.13	-2.15	-0.37	-2.14	-1.28	0.362792359279991	0.291904032781986	-1.25082042839456	-1.26889083937458	-0.880035644933042	-2.43371880298414	-2.43615797718757	1.8674	0.03715	-2.47005044573171	-2.69703460371581
STK11	-1.23	0.77	-2.41	-0.53	1.34	0.41	-0.876128832543195	-1.37986569731061	-0.929094721069338	1.73252572994575	1.58546818452887	-0.67943859883912	-2.49831856739781	-2.536	-0.76584	-3.41150211546	-0.876680870365209
SMARCA4	-1.22	-2.55	-2.01	-1.58	-3.47	-0.71	1.58564439253969	-2.1547423728373	0.602351780485796	0.337261207833242	1.71779507593366	1.23036621205784	-0.955865878160263	0.26512	0.34484	-4.69856173224989	-2.20035102081923
IPMK	-1.18	-1.87	-2.19	-1.7	-4.13	1.05	-2.81639443853456	-1.0991560620925	-0.127910249184487	0.683992344431396	0.171386333599759	1.26558974350796	-2.72711896448876	0.81404	-0.11664	0.018424760213176	-0.34802687544886
ANAPC15	-1.19	-2.94	-1.58	-1.46	-3.08	NA	NA	NA	NA	-2.69639733942476	NA	NA	NA	0.86054	-1.4804	-1.32665147415901	-1.76504620846105
BIRC2	-1.16	-10.84	-0.17	-1.13	-2.93	2.26	1.2821557938077	0.589926390993003	-0.294756367454926	-0.550582365825712	0.868939907639712	-1.07418449547141	1.6394767928788	-3.2963	-2.8328	1.18600582287973	-1.38929849947444
RBM10	1.09	1.62	-0.95	-1.24	-2.32	-0.82	-0.561818039492759	0.888633650579935	1.03147100168058	-2.85212514230724	2.51808154287843	-1.14463593496839	1.95201856936567	-0.031388	-0.90153	-2.7719009007804	-1.56349589701819
ANKRD35	1.07	0.44	-1.59	-1.72	-0.94	1.04	-0.544321869735488	-2.45818813525173	0.497126284859679	-3.25556246390941	1.21822100387417	-2.7403810008186	-3.03690597548373	0.41042	-0.6504	-1.18981274280879	-1.41618960008026
MTFP1	-1.03	0.8	-0.99	-0.53	-3	-2.24	-2.1468151592226	-2.39801478195477	1.8396747686553	-2.24475289942738	-1.14352664122656	1.55500868879368	1.90600158510647	-0.52542	1.5558	-1.8472563221122	-0.731391591127588
DHX15	-1.03	-0.68	0.99	NA	-1.35	NA	-0.259434517541838	1.40982284242213	-1.48686677867463	-1.97348791576599	-2.68175990725497	-1.16085714299923	-2.29254871256434	-0.84578	-0.64797	-0.590284394386968	-1.56153318621654
SPTSSA	1	-0.9	1.19	-0.57	-1.05	-1.87	-1.56569515963712	-2.39573229547013	0.166885681064366	-1.0761056703476	-1.54295374166138	-3.11071337692719	-1.58651734805531	-1.3589	-0.08504	-2.66773704020327	-2.57488989858637
UBE4B	-0.96	-2.15	-2.33	0.6	-3.04	-0.38	-1.98013821590859	-0.98159380637592	-2.1939361512604	-1.66999678347552	-0.912016560333086	0.658526304740485	0.214983734575765	-1.403	-0.19678	-1.42964128483064	-0.747469842746054
SMARCD3	-0.95	0.09	1.12	-0.72	1.38	0.65	0.318692107685394	-2.80405688977176	-3.30330617121815	-0.748564061466148	2.2556589225042	-2.96356280358662	-2.34497020790841	-1.1376	1.0321	0.888224504599223	-1.0380645589507
CCDC114	0.89	-0.21	-0.68	-1.56	-2.21	0.4	1.75205704174948	-2.50016920939008	0.942962664913861	-2.48994184232122	-0.295306174726162	0.609368820306314	1.67700246410513	-1.228	0.23068	-1.11185616166389	-1.27316358363819
SHOC2	0.8	-2.72	-2.43	-1.32	-1.3	-2.89	-0.46024552134484	0.0885997585262324	-2.72294923116407	-1.57843373605136	0.204349999844457	0.716763559770044	-2.62500380089308	0.58582	0.34689	-2.20955588266508	-1.86496721358571
CUL2	-0.76	-2.18	-0.47	NA	-2.49	0.74	-0.995485897125478	0.270286305563651	-1.65230691678763	0.271248386954041	-1.89935359896508	-0.283126328153512	-1.61125570920237	0.42737	-0.91055	-0.547405758453169	-1.61577023131229
PGM3	-0.75	-3.49	0.18	0.63	-0.35	-0.87	-2.11575088870553	1.42315923480181	-3.48048866584703	-1.65299441611682	-2.00314245668277	-1.53128893101787	2.02376827395851	-0.93412	-0.19828	-2.47222227494817	-1.86767059303317
TAMM41	0.71	2.79	-2.16	NA	0.93	-0.68	-1.62166078391323	-1.23674975718314	-2.00079951238663	-0.281378639202057	-2.65755391289089	-0.743928057609656	-2.02051495975828	0.37482	-0.28999	-3.31889007059676	-2.40557584125993
ACTR5	0.69	0.46	-3.16	0.89	1.7	-1.24	-0.489143650511855	-2.03996311121346	-1.94326622600203	2.04889891978491	1.03459091194498	1.9131879155263	-2.05979649293085	-0.7109	-0.15256	-2.50099765051949	-1.95286157409847
DNAJC9	0.66	-4.65	0.91	1.23	NA	1.56	-0.736444880686454	-0.843802103283127	-1.65548577286024	-3.41072669345951	-2.42926666408341	-0.240426031142308	1.18762800364927	1.2124	0.67637	-0.928747418839117	-1.77905954653954
GET4	0.68	-2.66	-0.53	0	0.44	-0.72	0.800053156230037	1.54693881594462	-1.32789135823817	-3.00101648200128	-1.12752636459918	-0.566108537395042	-2.47383878641628	-1.9444	-0.76201	2.35858415124992	1.27768646356605
ROMO1	0.67	0.25	2.49	0.77	-0.35	0.28	-1.60036335296054	-0.571324053029526	-2.45656608497318	-1.21250272530661	-2.36404944182668	-1.9162600753945	-3.3531686831966	0.084553	-0.88219	-0.763072767371817	-0.277833726534244
SOHLH1	0.65	-0.23	-0.73	-0.21	-0.08	-0.47	-3.24748940212211	-1.26503160103367	-2.36655306823077	-2.16491754940412	1.42318683833118	-1.93550790142246	2.2580266178069	-0.86123	-0.2018	-2.39112135168936	-2.04074680963555
EMC8	-0.71	-3.15	-2.05	-2.31	-4.71	-1.77	0.486602572744021	-0.441542915435843	-2.64122844057717	-0.516020630960452	-1.02904187023935	-1.2773463406156	-1.67772907879435	-0.42964	-1.7396	-0.664735005377497	-1.68367756196722
RNASEH2C	-0.7	0.58	-1.14	-0.56	-2.39	-0.42	-0.550028246208381	-0.518886345838261	-1.99224666902832	0.195195374538451	-2.09789977391464	-0.346881959992395	-2.76134405330186	0.093089	-0.66415	-3.83298048532982	-2.24053825700893
PHB	0.51	-1.01	-1.43	NA	0.31	NA	-0.835990939931582	-0.121847240685852	-1.85188735568703	-2.03353996666181	-2.67488001271468	-2.81683125578305	-2.03494904838184	-0.82487	0.48815	-0.181570247171596	-1.38808882173061
CHTF8	-0.64	1.93	1.21	-2.91	-2.12	0.18	-1.52743048808531	0.283491625967332	-2.23697460273971	-0.426449964748225	1.42675682489767	1.84989974957314	-1.86080301204579	-0.72269	-0.56181	-2.44566817630473	-2.72199053987322
SLC35A2	-0.61	-3.11	1.12	-0.03	-0.83	0.08	-1.79722441522833	1.60194397045437	-1.98337103554548	-1.04851802949664	-2.07923234581941	1.15590504218927	1.28347989169471	-0.54567	-1.292	-3.02964665645821	-3.22734205359522
PPP4C	0.49	0.33	0.08	NA	0.01	NA	-0.561818039492759	1.06813415734326	-1.93287173980382	-2.27600016063523	0.346216520538541	-1.88796983623894	-2.71864458654963	0.29526	0.27987	-2.65185884408273	-2.91021517623373
RTTN	0.45	-2.29	-1.88	-0.05	3.05	-1.74	-1.02598214565221	-0.222557393219598	-1.5813238896255	0.621850768267989	2.03409517862833	-2.74825167610176	-2.62105546185238	0.75099	-0.23277	-2.76048278331617	1.52308276578011
IARS	0.39	-0.34	-2.05	NA	1.05	0.41	-0.736444880686454	-0.016895478359222	-1.65548577286024	-2.86347642066223	-1.89935359896508	1.70513097402698	-1.32465380922218	-0.54353	-0.086255	-2.73985657753407	-0.929828282944646
GNB1L	0.36	3.77	-2.29	2.28	-4.38	1.35	-1.75499595298148	-1.9328555088617	-2.82795767267416	-0.935326621254085	-1.0423272125442	1.68193213742332	0.682947527682985	-0.46612	0.34516	-2.4118364433748	-0.841121270745325
MRPS34	0.34	1.41	-1.16	2.25	-0.13	-0.75	-1.69661220931222	-1.46704431736989	-2.15856410564888	-2.71157693126542	-2.54432231907608	-1.12842612436446	-1.52871948400507	-0.19946	0.20614	-2.80257771894065	-1.5988227165341
CPSF1	0.31	1.23	-0.64	0.11	-2.17	NA	0.346136678111203	0.728610424499818	-1.42144992948917	-2.38162157752228	-2.83668892979955	-2.40845046874955	-0.163048815104008	-0.17618	-0.01284	-2.67269780140227	-2.82015805932016
EXOSC2	0.31	NA	-0.47	NA	NA	NA	0.297113313998221	-0.967408224899885	-1.6349286772133	-2.11081751570585	-2.59240319415358	0.992856276705012	-2.65453415178349	-0.76021	0.33719	-2.74404077121423	-2.3271703580475
EMC4	-0.49	-4.53	-2.1	-1.09	-2.5	-2.48	-1.78712059185487	-1.23674975718314	0.19057318551122	0.19938703685096	-1.49027478354738	0.354265393660863	0.704823631984741	-0.044938	-1.6422	-1.3540576060279	-2.03624260499584
TMEM165	0.24	1.26	0.02	0.4	0.69	1.32	-0.422719399421012	1.53997683545386	-0.061325478596566	-3.58765920767791	-1.77415206901916	0.286624307908671	-0.715564986482911	-1.3432	-1.7129	-3.44419615614165	-3.30503659417322
VPS25	-0.42	-0.55	-0.09	NA	-0.8	-0.07	-1.2652548107255	-0.746939634517035	-2.52615679826834	-1.26269169455635	-1.52448340198218	1.16702567772129	-0.161956639057092	-0.79981	-1.0044	-2.70261684249535	-2.80118069876758
RBBP4	0.18	0.16	-0.02	-1.62	-0.03	0.09	-1.56923152956294	0.572977394444094	-1.71210131004547	-1.02081942384481	-2.3174726285028	1.08844206402371	-1.64503787828608	-0.81768	-0.0037094	-3.15732458987789	-3.43709929868701
MRPL38	-0.37	-0.35	-0.89	0.21	1.42	0.75	-1.78730627740672	-0.584416690799775	-2.31054500365913	-2.02505224317582	-2.47911725681008	-3.78876178514631	-4.05376429152948	0.098859	-0.02781	-1.21706364891815	-0.478435881776635
ETNK1	-0.3	-2.52	-0.65	-1.32	-5.54	0.07	-2.68351824507344	-1.86277449389617	-2.12488751486566	1.60146484669324	-1.83166061449277	1.42017754225674	0.421650691745302	-0.55944	0.70315	1.3245634057464	-0.450735768052136
CCZ1	0.07	-2.81	-1.4	-3.07	-2.56	-0.83	0.938670390878091	-1.9649502147609	-0.319588886734268	-0.110188351721498	-2.68175990725497	-0.232280702193993	-0.546677958031998	0.30259	-1.2607	-1.78859539519294	-0.0172464574565492
TIMM50	0.09	0.86	0.27	1.72	-1.43	0.4	-2.30131203459778	-0.673483095026215	-2.23676046127375	-3.11357105012351	2.23660756585807	-1.23809725930879	0.868866782858139	0.22249	0.39571	-2.43088005327355	-2.65094041828719
NMNAT1	0.09	-6.7	0.23	-0.92	-5.65	0.96	1.15800989110431	-2.51550497414174	1.46473951360153	-1.66999678347552	2.23774023223646	1.13733085675675	-1.22170289796055	0.37746	-0.6179	2.48891387919759	-0.0687357011322444
ADAR	0.07	-5.42	-6.7	-2.63	-0.78	-1.61	0.380222848481748	1.348915839385	-1.93287173980382	-0.792927610056461	-0.250630239525243	1.78585956125995	2.58388628114888	-0.15731	-0.50675	1.42704820643768	-0.658681990754906
SMC6	-0.22	-1.17	-0.41	NA	-2.99	NA	-0.687258254951389	-1.99981726112078	-2.05376956448788	-2.56956597706052	-2.66353659885211	-2.34699714099556	0.967888616694497	0.1808	-0.12939	-2.6980450555127	1.13212948606102
PPCS	0.01	-9.84	1.24	-1.06	-0.94	-0.2	-2.38314996687717	-0.33750001611086	-3.14119841402702	1.26754635397646	-1.59720508324589	0.582900921885822	0.135875125572547	-1.9715	-2.3622	-1.44793939772818	-1.21391548262386
WNT3	-0.09	-2.66	-2.15	1.02	-2.01	0	0.546823494940003	1.44653215456295	-1.16080797270134	-3.74167200141862	0.222968529204621	-0.98013395553679	1.75375789821127	0.071524	-0.054786	-2.12832677069151	-1.41874970664668
ACACA	-0.02	0.22	0.8	-0.81	-1.12	0.99	-2.74639592468433	-1.3354717355301	-1.97115630584502	-1.17603722774468	0.0845237759555374	-2.51407219467026	-1.41382258684411	0.21772	-0.81887	-2.58347695929782	-2.12247344922571
SOD2	NA	11.38	-0.24	NA	2.32	-0.36	-0.360410734913486	-0.601480493864318	-1.79738828023224	-1.17799148720866	-2.14361185619057	0.186108087254629	-1.34217888829005	-0.98896	-0.54584	-2.35288089358866	-1.43451272638778
NARS2	NA	1.48	-2.03	NA	-0.55	-0.06	-0.919029772134869	0.0909906757443533	-1.42273151869098	-1.05448702046572	-2.35329629997234	-1.84854182252887	-1.78388717681909	-0.64491	0.6613	-3.00963710191055	-2.07351905105237
COX7C	NA	NA	NA	NA	NA	NA	-1.0880342222334	-0.36389020398754	-1.94128267323953	-2.2078031270275	1.1764377352362	0.952980403005067	0.661830276755934	0.3279	-0.72505	-2.89285293753397	-2.27456562795714
ATG5	-15.37	-11.84	1.32	-0.53	-4.5	-1.65	-2.15987948881958	-1.17959834877269	-2.02217767284904	-1.93128352212354	-0.866638704091775	-2.583082162286	-1.96864387943432	-0.24937	-1.5969	1.34783953210096	1.05435591026085
ATG9A	-13.4	-5.42	1.06	-1.63	-1.15	2.94	-1.16228430437656	-2.51307466924884	-1.62753274458316	0.0573831314649125	-1.41176896282363	-0.364050900951167	-0.968569554349308	-2.1799	-1.3844	2.06968342416516	1.66162493768401
CD274	-9.11	-1.84	-3.67	0.79	-4.12	-1.43	-1.18971100108701	1.35053635611058	0.908678227835231	-1.11623863713416	-0.866638704091775	-0.750921334324044	-1.08753599457491	0.72537	1.3356	-1.40409688864609	-2.00372058429364
HIRA	-8.16	-3.9	-0.61	-1.66	-0.27	-0.43	0.738385867634389	1.10944096160747	1.47496482665859	0.207883413973559	1.34503478974859	-2.95762402853385	-1.64687374243057	0.30154	0.24008	-2.0567529082312	-2.53923869220172
MRPS9	7.54	0.7	-0.02	0.3	2.96	0.15	-2.06768131569046	-0.100811623037314	-3.1172769677896	-0.658432900792994	0.504400452692781	-3.05245203902266	-2.90780089252171	0.045932	0.37081	0.571501121990885	-0.60749870769945
MAP2K3	-6.44	-5.8	-0.05	-0.72	-2.78	-2.16	-1.33009795270889	-1.04362267026744	-0.462838684996345	1.66867402304077	-1.12946909408067	-1.30724357709313	-1.70751700417873	0.20869	0.62823	-1.9888297306521	-0.711071386711953
WIPI2	-6.08	-5.98	2.06	-2.75	-5.26	-0.88	NA	NA	NA	-1.54032152284434	NA	NA	NA	-0.30931	-0.77031	1.00088998270619	1.66909779616504
VPS18	-6.05	1.35	-0.2	1.52	-1.76	-0.01	-1.57699793598724	-1.11815687270053	-2.40137026034612	-0.982893209998283	-0.805935570514243	-0.989497075515901	-2.62289553789527	0.12887	0.0075436	-1.06715909566032	-3.31235521045856
HM13	-5.85	-3.21	-0.81	-1.29	-2.56	-0.95	-1.02598214565221	1.5021901807642	-1.08441688616903	-1.140543357578	2.01993625546656	-1.08812483810117	1.47887397543079	-0.25756	-0.88194	-0.879998725474296	-1.14574663901339
PEX3	-5.36	2.55	-2.35	0.05	-3.2	1.05	-0.649709323961506	1.09280369262434	-1.82011167513005	-1.99515479160171	-0.978433431863372	-1.53460859559178	1.1050452093349	-0.18415	0.6706	-1.21964362803635	0.880885123824933
LRP10	-5.23	-2.02	-0.17	0.21	-6.06	1.12	-2.36505075747299	-1.92134680560889	1.69481774582882	0.737168313783391	-1.28819526453459	1.87632985457767	-1.60185354159675	-1.3391	-0.98405	-0.180321726443223	-1.08045413562099
USP9X	-4.92	-2.12	-1.27	-2.25	-1.75	-0.31	-0.024918463579212	2.39029160860645	-0.705659359785265	2.24319876365181	-0.65231187650123	1.27344550093812	-0.794988829565406	-1.3218	-0.37492	-1.51283333112547	-0.83343401073196
NDUFA11	4.87	2.86	1.15	-0.16	1.73	-0.5	-0.024918463579212	-1.23626520575418	-0.54862911648783	-3.24512276252809	-2.55243131248363	-1.40771323904742	-1.83261396425161	0.10443	-0.74059	-1.99898478614434	-1.92770363269262
NDUFB8	4.7	0.57	-0.95	0.76	-0.35	-2.52	-0.259434517541838	-1.64251171667379	-0.359849077067255	-2.47107384201001	-2.68175990725497	-0.950772254619618	1.49350900063017	-0.057106	-0.94543	0.602351780485796	-1.85133064488375
FURIN	-4.59	-1.64	0.19	-2.72	0.13	1.54	-0.50656510175402	1.02513392522461	0.0834672716475279	0.0371567791970765	1.37446941203167	-2.71899802031811	-2.05954561472154	-0.95838	-0.47227	-1.23793544035266	0.219115598708221
PCED1B	-4.56	-13.33	0.66	-0.72	-7.73	-1.03	-0.949512534534731	-0.799673483529802	-0.411890069196984	0.298030349527981	0.316424925932	0.527912598571746	-1.76638070483656	0.13657	0.17263	-1.09193880457855	-0.512987592335218
PRPF39	-4.53	-1.18	0.01	2.3	-2.55	0.66	-0.995485897125478	-1.6989213695718	0.0488485387372602	0.475627191360749	0.642482420397602	1.41659968734658	1.49221801934735	-0.96471	-1.1239	2.30964168097555	0.957767521578789
SHFM1	4.57	1.73	0.5	1.48	4.32	1.1	-0.876128832543195	-1.20869511270689	-3.12494881690504	-1.4496505210861	-2.22507803508173	1.9579830640793	-1.26308119883886	0.28989	-1.5191	-3.09184303757623	-3.39457982236079
IRF1	-4.37	-3.7	-5.5	6.86	7.48	-1.33	1.74425864120309	1.24296698426159	-0.882585991584089	1.19123842211079	-1.13967914203761	2.40534509951458	3.48289654933311	-0.93678	1.2855	-1.55507587435232	-0.745581933247436
SMG7	4.35	4.17	-0.9	-2.01	-2.56	3.48	-1.68903877223289	3.28369427794279	-1.86039260623623	-0.898348093514753	2.09155881466919	1.36087878151635	2.44943130508938	-0.15197	-1.1204	-2.26992720774604	-2.73899132260336
PTPN11	-4.27	-1.45	-0.78	-0.28	-0.6	1.16	-1.04479008151192	-0.363086860010107	-1.150203657902	-2.23240814475565	-2.19213167771916	-1.48076202216327	-2.45398722630346	1.8348	0.45346	-1.97196151504578	-2.06237549995839
CCNE1	-4.26	-1.6	-1.34	0.07	-3.77	0.29	-0.754814987315937	-0.36078523664054	0.588405718961685	-0.143899285378989	-2.14209298863909	2.17596336538113	-0.579754774199056	-1.7841	-0.60333	-0.784750274344666	0.45031961153497
MED14	-4.21	-1.44	0.38	-3.92	-1.55	-1.14	2.16021538103935	-0.320063756139781	-0.104793081482071	-1.40137487995906	-1.8612278998568	1.12828399630396	2.46006462441449	1.4163	-0.25125	-2.44743268108181	-2.6260583828566
MTA2	-4.17	-3.19	-1.27	-1.36	-3.27	1.58	1.26698682740546	-1.74768839163016	1.63981326136541	-2.23240814475565	-1.79779184598818	1.05728836867548	1.03802159805315	0.25886	-0.53609	-0.626693752334154	0.831413633228249
MED26	-4.13	-5.17	0.09	1.32	-2.97	0.66	-0.726422176892047	-2.26582663379249	-0.0432779099840106	-0.427850455479797	-1.28012834880966	-0.989865222617926	-1.11811003751079	0.14442	0.22116	-0.00950026406666636	-1.47346386679648
NDUFB11	4.08	-0.4	2.61	0.31	1.77	-1.55	-1.5819192754449	1.04708581716249	-1.7430893994133	-3.25556246390941	-1.25786661285382	0.761095547029708	-2.87059505220539	0.10169	0.25727	-0.978231177002899	-1.8350518991089
ZNRD1	-4.04	2.3	1.83	1.1	-0.85	1.91	-0.674017795542771	-1.56922294319697	-0.366114015016059	0.65762364036224	-1.4398211705461	-3.02300271241448	-2.40245136423403	-0.095663	-0.41478	-1.68658072931559	-1.45933109840074
UBE2G1	-3.99	-0.82	-2.88	0.51	1.59	-0.77	-0.781888677007595	-2.84086041996179	1.20324894383432	-0.402603410926312	-1.79983940431984	1.57540929619955	-2.42147651050199	-0.924	-0.56772	0.798087008479961	1.80944433948791
INO80	3.95	-1.64	0.18	0.28	-2.66	2.51	2.71515878819971	2.00206259327913	1.28569937344418	-2.1652571225784	1.58944483119364	-1.59820212941512	-1.97715599487189	-0.43419	-0.20785	-2.42523690300194	-2.48602194334689
MED20	-3.89	0.78	0.66	-0.75	0.74	-1.65	0.177469016716936	-0.375726815859319	-1.19994680643461	NA	-1.89935359896508	2.05718951206493	1.01812196094373	-0.96109	-0.083264	-2.4571864228974	-2.62719493010786
CCNC	-3.88	3.94	-0.22	-2.8	2.33	-0.73	-0.0829893598979705	1.25230156182149	-0.322069557650692	-2.79218137967674	0.220656377391987	-1.71143955770936	-0.777472589780348	-0.17309	-0.36516	-2.30461758914754	-2.01506346227188
USP7	-3.89	-2.12	4.27	0.68	-1.79	-1.64	0.473410976908115	0.882734013793737	-1.19599118252358	-1.68415353714311	-1.62378360653073	1.79026076837159	-1.35748864183669	0.11383	0.6842	-3.487718878142	-1.39471433616568
KCMF1	3.87	-2.78	-2.72	-0.23	-0.33	1.72	-1.62166078391323	0.526184532173712	-1.9620556980243	0.819712539277392	3.37400879780607	0.501300007518901	-1.59378588521381	-0.47741	-0.16143	1.01480246184378	-0.634246446850126
DSCC1	-3.83	1.19	-0.6	-1.6	-4.59	2.29	-0.129679502810741	2.10405098262494	-0.400076733952305	-1.69873036164112	-2.09225176584397	2.97555384828014	-0.454679265346772	-1.0794	0.065066	0.207115061176993	-1.86377007388943
CHAF1A	-3.68	0.35	-0.82	-0.3	-0.61	-0.46	-1.67795440686674	-1.4065327052574	-1.64720459340985	-3.39844535508364	0.639865569054825	0.842478802521146	-1.34283317053955	-1.9224	-0.22104	-0.169682293330856	1.40425140273212
LEMD2	-3.64	2.24	1.53	-0.67	-0.72	1.01	-1.28529848326666	-0.52532108817725	-2.0197820485108	0.573686448819572	-0.866638704091775	0.131904284122862	-1.20801888065403	-1.4813	-0.64707	-3.27510154395604	-2.83070180991178
RPAP2	3.57	-0.62	-2.61	1.27	-2.23	-1.02	-0.523221674378837	-0.93393000501659	-1.05720070095098	-1.38757663606295	2.00029887908003	-0.919526980583483	-2.3187978470179	-0.19697	0.051751	-0.16198203630097	-1.16791761016304
HNRNPAB	3.56	-3.25	0.91	2.88	-2.74	0.01	-0.61793224883535	-2.02024481355755	-2.80711108742069	0.232409462638412	0.675654547977612	0.701133028358612	-1.20614911499311	1.189	0.71692	0.825196570787337	-2.32447593301054
CDK8	3.48	1.04	-0.89	-2.62	0.59	-1.42	-2.09456139516905	-1.07843427057007	1.69501803272808	NA	0.799535449307934	1.21135337644466	-2.48509738084739	-0.47864	0.5213	-2.54666430285841	-3.54701662757949
FBXO28	-3.44	-3.09	0.5	0.13	1.71	0.06	-0.593181039927107	-2.28988472404115	-1.88902857424179	-1.08342460335361	1.15634516809272	-0.70331414100382	1.77226848512678	-0.60241	-0.1269	1.17219194910178	-0.813659572628158
PARP9	-3.41	-2.67	-0.97	-1.87	-0.76	-0.33	1.22700689345573	-1.39010169062407	-2.00897297359668	1.02475246656556	-2.68175990725497	0.270390302286442	1.19220722796483	-1.3304	2.2193	1.18050354839029	0.649214098760018
ZC3H3	-3.35	-0.92	-2.4	0.03	-1.4	0.53	0.199029076264791	1.50340747571183	-0.862159050932169	0.315265601850519	-0.912016560333086	-1.60278558693315	-2.01037040837253	-1.1363	-0.055247	-1.39724469666227	-2.35701303847379
DPH5	-3.33	2.46	-1.57	1.46	5.25	0.91	0.329258908878818	-1.42096821510282	-1.14710071115683	0.355172987561818	-1.36453896316787	-1.55045644390206	-2.31355763189761	0.12528	-0.11479	-3.63881073386232	-3.1458162958665
ORC5	-3.27	-0.98	0.69	2.35	0.5	2.08	0.769561584590375	-0.254227249438249	-0.687797993275635	-1.04457378683775	-0.865398689583851	-0.446854663296885	-1.66464300572533	-0.61625	-0.41217	-2.4842956136685	-1.44440885977049
ELAVL1	3.26	0.54	-0.94	1.26	-3.56	1.28	1.19389255542047	-2.53716584066356	-0.610455670508462	-1.76800540543798	0.113290813646943	-1.86378430985065	0.720560441407071	-0.682	-0.75713	-0.0610241198338263	0.250785438857719
CCDC115	-3.15	-1.56	-0.18	0.84	-0.3	-1.12	0.876386416957355	-1.2773463406156	-2.25327206480736	0.0662987228595638	0.639773289706977	2.01991697697012	-0.329629406745758	-0.38133	-0.87242	-1.70958846590772	-0.914298535339922
SLTM	3.16	-0.16	-2.1	2.43	1.58	-0.38	0.362792359279991	0.0700674175135863	-1.97250487803928	-1.29885993923661	1.53901759837794	-1.05383165058631	1.33490940262755	-2.6572	0.85922	2.47005044573171	-0.283935252752778
