row_id	RENCA.CTL.LAWSON..Gene..Statistic.Value	EMT6.CTL.LAWSON..Gene..Statistic.Value	B16.CTL.LAWSON..Gene..Statistic.Value	X4T1.CTL.LAWSON..Gene..Statistic.Value	CT26.CTL.LAWSON..Gene..Statistic.Value	MC38.CTL.LAWSON..Gene..Statistic.Value	B16.CTL.KEARNEY..Gene..Statistic.Value	MC38.CTL.KEARNEY..Gene..Statistic.Value	B16.CTL.PRFKO.KEARNEY..Gene..Statistic.Value	MDAMB231.CART.HER2.KEARNEY..Gene..Statistic.Value	MC38.NK.KEARNEY..Gene..Statistic.Value	MC38.CTL.PD1.KEARNEY..Gene..Statistic.Value	MC38.CTL.IgG.KEARNEY..Gene..Statistic.Value	MART1.CTL.LIBA.VRED..Gene..Statistic.Value	MART1.CTL.LIBB.VRED..Gene..Statistic.Value	K562.NK1_1.PECH..Gene..Statistic.Value	K562.NK2_5.PECH..Gene..Statistic.Value
NXT2	0.38	2.74	2.68	3.51	0.06	1.47	2.94902324317817	1.9098075254436	0.0249184635792117	-0.8396583017394	0.146609822795988	-1.23234563405251	1.04206833084621	-0.11177	0.26448	-1.32619836721579	-0.517940189920786
RPUSD1	0.37	2.77	-0.04	2.37	2.01	2.25	-0.567403606751966	-0.540575802568598	0.45134627220312	0.703025272372028	1.39336977755277	-1.81358267316658	-1.19251339923521	0.023558	0.27426	-0.71643951956276	1.25731387970922
MSRB1	0.33	3.91	2.02	3.56	0.96	1.27	-0.888075761103571	-1.55479877915073	-0.46976909044194	0.59790998055617	-0.402576228711079	1.14894175153703	-0.87153885521163	0.34441	0.27668	-0.481163922144257	-0.947822154561109
SUV39H1	0.32	2.9	2.42	-0.31	2.96	3.95	-1.55988102215337	-0.770370748428962	0.851521005310036	-1.00624028054287	-0.304614204829566	0.729231607383115	0.870147138138944	-0.59949	-0.19101	1.97287329379426	-0.0560775855180519
SYNGR3	-0.47	4.56	-0.2	0.04	2.26	0.17	0.484177364143477	1.91192355440578	-2.39650649790048	-2.28039958863585	2.11088729935743	2.02184855352296	2.52012849725	0.8121	2.3068	0.78314835219296	1.0663620719307
RGS11	0.23	2.37	-1.13	2.45	1.8	1.62	-1.30576054886532	-1.54000965494207	0.412626885813614	1.0603618744637	-0.704245339475563	-0.973107252271743	0.568581768858249	0.70832	1.0458	1.20864307523276	1.14792385353143
PITPNM2	-0.43	2.25	1.96	2.33	-0.04	1.62	-1.15458600601427	2.11319594775874	1.07498822539993	-0.80333696146653	-1.34573498314796	1.6275798715892	1.57955854138387	0.20418	0.58749	-0.839729624377549	0.991257212977719
TADA3	-0.41	2	1.17	1.97	-1.65	2.75	-0.529238517641862	-0.696173789457635	-0.815336013009306	-0.292636515035508	-0.608222369884032	2.7789912136165	1.80642486842099	-0.076441	-0.51838	-2.9421519032925	-1.24020386284243
PIM2	0.17	0.13	0.95	2.16	0.14	1.76	0.486828318892713	-1.17393765128798	-0.0462637897295912	0.325371397902275	0.113290813646943	1.18040292288801	0.821011004541836	0.71903	1.703	0.275255435200593	1.10039512872436
STIL	0.17	0.89	-0.71	1.75	2.44	0.18	-0.331032416269726	-1.8271448057533	-1.52204422415701	0.895761792457708	-2.16065499278721	2.93101175191431	-2.3016662657803	-0.5669	0.19425	0.812264283886343	0.0835175792545853
ACSBG2	0.15	2.3	1.06	0.69	2.45	2.36	-0.975887938243287	-0.655571294819444	0.611875700154699	-0.218473761293571	-0.137114868634807	-1.86247617962431	-1.23825911069145	-0.11458	-0.21598	-1.65713591210036	1.11185616166389
SWI5	0.12	3.5	2.28	0.84	1.36	-2.03	-0.948215024393943	2.96532837448548	0.721275545034933	-0.216317845063009	1.8884914847858	-1.22048783064707	1.00944764156403	NA	NA	-0.669086972051696	1.10888452610293
RAB8B	-0.27	-0.03	-1.86	0.92	1.2	-1.33	1.37728548846808	3.13646130558938	-0.829396643805899	-1.4496505210861	-1.42009508840534	-1.52722126580352	1.70340661837072	0.74201	0.99944	2.8107511323205	0.369198196572503
EIF5B	-0.26	1.14	0.77	-0.17	2.79	2.22	0.692282400926213	-0.380519263325473	-1.18930415729617	0.116772924567854	1.58546818452887	-0.349412034214236	0.696684917063051	0.92219	1.1517	0.803994762181379	0.242981150061635
GRWD1	-0.25	2.65	0.07	2.27	1.87	-0.79	-0.682947527682985	-0.673483095026215	-1.53064157755918	-0.865435141602751	-1.89935359896508	-1.95299658372268	0.809443655490555	0.57817	1.2388	-1.62937338261836	2.05251127946303
LRRC47	-0.21	1.2	-0.19	1.99	-1.07	1.2	1.8638127829063	1.62723121730536	0.303852850775721	-1.89718140624301	-1.09787288402369	1.42115398015582	1.95616262312292	-0.4491	0.63947	3.31773666041929	0.89658575889961
SPATA2	-0.16	3.53	0.78	-0.62	1.79	1.23	-0.83137821830759	1.47393163167669	0.396711796736033	-0.541765588398977	4.43705027222301	2.34056861561499	3.92928165255126	-0.5235	0.42848	-1.38949592239218	-1.57301217114945
NRD1	0.04	1.92	3.04	0.67	6.95	-0.11	0.171284585931506	1.82769059794356	1.01807987186207	-0.558035709525559	-1.39958375969692	0.280518153313187	-1.22291977166473	-0.20918	-0.70433	2.79802583451591	2.30315719918074
SUCO	-0.09	1.95	2.55	1.37	-0.89	2.16	-2.12154458628926	-0.073560628662369	-1.45997116103566	-0.920675253233801	1.02217094461168	-0.238181919226079	-0.854875635893376	-0.48987	-0.41169	0.164166591970567	1.06751354611606
PYROXD1	-0.11	1.32	0.5	NA	2.81	2.05	-1.24448803574979	-2.41379827893128	-1.82927781745467	0.00757008969101624	-2.35856392002713	1.89317951986465	-0.794473208293095	0.92258	0.48709	0.895949004143511	2.34976236262529
BRPF1	-0.09	6.38	-1.08	6.16	5.45	0.04	-2.05492758118083	-0.547638715821791	-1.27990087464066	-1.31059686191505	-0.125535022986923	0.880663459370429	1.60770410091234	-0.54608	-1.0675	-0.216112572293476	0.196754063960387
FAM109B	-0.06	-0.99	-0.74	0.61	-0.99	0.15	-0.895275188935268	2.79895677474809	-0.379683997957463	-0.254071915210814	0.291250163099473	0.870220344380068	-0.802022401651527	1.9188	-0.71248	2.97346290153023	1.08103847343757
AP2S1	9.86	1.69	-1.02	0.14	3	1.05	-0.601030007517012	-1.14947541161447	-1.25235647138923	1.14136034404036	-2.11539847110785	-1.28561345101188	-0.774322671305683	1.0976	1.1754	3.06594944340588	-0.851160862944269
ZCCHC14	7.44	5.3	1.62	3.75	8.02	1.19	-1.63913090453491	-1.12313538469447	0.392809753911316	-1.96270897216389	-0.518456217432511	1.35695974992716	1.41902406578778	0.3217	-0.24494	0.672382846785226	1.93575267192098
NXT1	5.66	3.15	-0.77	4.03	3.83	-2.01	0.138683825447241	-0.720332985703506	-1.00076589803088	-1.51030349635663	-2.30683536327192	-0.771112925294794	-0.687829748827973	1.4479	0.51859	-2.28816352449714	-3.2785226215791
TAZ	5.3	-0.54	1	2.9	3.08	-0.34	-0.725150021328167	-1.32040450591044	-0.710167938936563	0.452123520894115	-0.866638704091775	-0.447380988769064	-2.03340126156842	0.94353	0.68742	2.3812670335021	2.34768282106259
MOGS	5.07	3.4	-0.25	4.72	8.78	-1.22	-1.74319247197992	-2.30590394783052	-2.48676091849857	-2.04578020955437	0.369332370907816	-0.250888908435145	-0.640296278083544	2.1121	0.75828	-1.17944757611502	-0.994868962609144
RANBP2	4.11	2.81	1.05	3.63	-1.23	0.25	-0.351357716503935	-0.587333122246714	-1.39105087493609	-2.15423177715667	-1.54295374166138	2.67342974797415	2.09111228182072	-1.3384	0.76851	-1.44721755971713	1.37366405802333
SMG9	3.73	4.79	-1.13	0.44	-1.07	0.27	0.278406930463427	0.305533315664755	-0.0461132315197709	-0.7474035552279	4.31034506275641	1.0083634765722	3.63909298686138	-0.69234	-0.47239	1.09089292644662	0.639527238075142
PPP6R3	3.49	3.53	2.94	1.19	-0.27	0.63	-0.142683687978611	3.25625578550489	0.479672900940129	-1.63205452685125	3.32556981156557	-0.5298152943949	0.59112003004896	0.64062	0.45893	0.384834549451977	-1.21564548305913
MTF1	-3.22	2.06	0	3.39	-0.51	-1.5	-1.27711967405004	-0.60897652352058	-1.60795059297282	1.09764393524581	2.0033848157757	-0.326322984595167	-1.89328484085369	2.4406	2.4824	0.989333497622032	0.770977952461675
NUP188	3.21	4.84	0.47	2.48	1.84	3.2	-1.36422106600378	2.05191421630701	-0.638205373120083	-0.0205557993711801	1.75869104050843	-0.922745209119447	-2.17096259488512	0.21843	0.16602	-0.703892054415504	0.422280896908046
BAP1	3.15	-5.81	-3.25	2.12	-1.49	1.29	-0.95987128448099	-0.616779765817088	-3.34354257727615	-1.84429609701606	-2.30683536327192	-1.24497755709408	-1.97727990345858	1.0718	1.7479	-3.35853781375491	-3.69238592466571
ZEB2	2.83	4.35	0.26	1.09	3.79	1.63	0.0328928933701932	1.38051543693454	-1.01438306904047	-1.55826686600963	0.574661869843166	-0.86696716632662	-0.713688207470652	-0.39358	0.047557	-1.95331737432873	0.755615099820932
TGFB2	-2.57	-0.97	0.49	0.2	2.48	3.31	-1.24350988669124	2.76550921081404	0.349412034214236	-1.1531227623354	-1.12355937172553	2.95007188652033	0.748398213161093	-0.76489	1.3883	0.268882635383941	0.685481707257931
NKX2-5	2.58	2.29	0.09	1.39	-0.39	1.98	0.926819998149075	1.13996711928618	0.4667203056558	-0.658339502589514	-0.977382143202518	2.69688232162962	2.35983631819392	-0.37267	-0.60322	-0.484910265806232	1.21543559226116
NARS	2.53	2.32	-1.13	0.73	3	1.19	-0.565490770805666	0.697451949943723	-0.184960522171025	-0.647111164664696	-2.10176347671357	0.598359624688908	-0.748597233597926	-0.78021	-0.013776	-0.741451051882216	0.646431416324407
SRSF7	2.44	3.92	-0.37	1.75	3.2	-0.25	-0.0985192336611252	-0.86718619312299	-1.4490271523809	-1.7406097923782	-2.6978160326428	-0.779101375394793	-1.0591312715179	0.20548	-0.97003	-0.812124841991283	0.616719131516572
YARS	2.08	1.51	0.25	1.92	0.26	1.22	-1.1155845697992	-1.09700318455083	-2.29081699992253	0.136659428428197	-0.290831751860332	-0.485164023213558	0.931258236049867	1.0319	0.49	0.66877345851515	0.710555059821712
GIPC3	2.02	0.52	2.07	-0.92	0.95	0.91	-1.2043353210572	-1.96643832537027	-0.835955389610349	-1.44771061493362	-0.866638704091775	-1.12691126505962	-0.325318540620678	4.3099	2.051	1.98079738675308	0.152718843649294
IFNAR2	1.99	5.47	1.97	4.89	10.9	-0.29	0.180194342204734	0.574070640378571	0.320908146735089	-1.56344484128724	2.28843846116664	-0.120180707729686	3.08106733318202	-1.4119	-0.26011	3.14601061216743	1.59104255091884
EHMT2	-1.63	2.43	2.06	-0.18	2.57	-0.96	3.1196403102443	-1.97667834588731	-0.0447331628687271	0.0191518107417987	-2.16648689779949	0.733095802623004	0.306268790175599	-0.16549	-0.12096	-2.46478365865149	0.048697962048941
RPS26	-1.09	2.38	1.69	1.6	-2.49	1.41	-0.223097016926247	3.02276097650764	-0.0334195747342476	1.21527820929461	-2.62087660619019	0.854695034830941	-0.80261032274723	0.48441	1.2123	-0.208882456189471	0.628769454820946
SLC25A20	-0.85	2.46	3.55	0.12	2.86	1.53	-1.49865945548065	0.863723137756861	1.52515677097171	-0.588197105504529	1.21213684969882	-1.56902548870265	0.601750844268838	0.17034	-0.58642	0.57907287759062	1.12261745235149
NDC1	-0.78	3.78	-0.72	4.86	1.22	2.38	-2.59163159959749	-0.10501992283622	-0.627670216617961	-0.646833049675287	-0.848283687540542	-0.663047707556653	2.79565910869573	-0.15844	0.07987	-0.482487043889467	1.11951616165293
PGAP3	0.78	-0.21	1.13	-0.3	-0.49	2.25	1.79870094100818	-1.11301962732891	0.862449884062125	-0.446965458368019	2.83608702347476	3.63197534406269	1.89592471728742	0.36472	2.0305	1.79403238467212	0.982283908043195
NCKAP1	-0.75	-2.17	-0.7	1.92	-0.82	1.15	-0.50656510175402	-0.720852939244133	-0.622732989687807	1.77818180661316	1.7687476290954	-0.960149457622711	-0.111272830131391	2.8696	-0.045756	3.36042023249102	0.363756297029194
NABP2	-0.67	2.67	0.6	1.87	2.34	1.3	0.265090169657311	-2.16008616288153	-1.96515759698926	2.61291357781165	2.27549921027939	0.33005288829524	1.25930552054579	0.24051	0.24351	1.61150361469678	1.00719723822565
CNOT11	0.42	8.38	0.68	0.76	3.26	1.3	-0.567403606751966	-1.02895674780743	0.0232385355189937	1.57537461621168	-1.08844206402371	1.04094731626193	0.276166742372916	1.8566	1.5914	-1.50280242662633	-2.18531170158954
DNAJB13	0.28	0.22	-0.35	3.51	3.13	1.73	-0.913879817026345	-2.15219499090481	1.25005351241549	0.816314995518553	1.28798265803642	0.0569060938389539	3.03938714689618	-0.10224	-0.48726	-0.401027333306792	0.156930020557061
PFN1	-0.23	NA	2.79	2.67	3.22	4.37	-1.56923152956294	-1.57587766159581	-1.71210131004547	-1.47608155449006	0.420582465435299	-1.28876441709848	0.15606726612961	0.84799	0.77706	0.754081975116722	1.33828361796924
SQSTM1	-0.21	1.87	-1.37	-0.05	0.81	0.22	-0.567403606751966	3.73596053107004	-0.339012916230671	0.758486152114039	3.88626113068252	5.03175898750805	4.12795733530025	1.408	0.084865	-0.951205631994903	0.811776306317642
CASP3	-0.12	-1.12	3.56	1.82	2.41	-0.56	0.363702736072248	-0.341642432536276	0.79378604164418	0.677324641138062	1.13122595559657	1.72316882261143	2.4003187677801	2.3658	1.0982	0.501385276277775	1.88123469553901
NOP58	NA	1.97	-1.31	NA	5.65	1.74	-0.285736430408856	-0.93393000501659	-0.811985415885424	0.588614358029151	-1.68619628093484	1.51056232076627	-0.470832995418476	0.63709	0.41513	-1.2288714694005	0.237743555009324
ERAP1	8.12	6.52	2.17	12.47	14.8	2.25	-0.420171736986875	1.73744870874006	1.53173435903972	0.258605032416276	-0.866638704091775	-1.98312024264832	-1.46271273497665	-0.73078	-1.6726	2.54514618012873	2.97837627156134
PDIA3	7.97	3.49	-0.01	4.42	4.62	-0.17	-1.93809199433162	-0.962098753913142	-0.929094721069338	1.2142297578936	0.0162436655245857	-1.66399214071447	-2.58204773146129	2.8558	2.1612	1.64299484422131	1.28651324315346
TNFRSF1B	4.71	7.12	-0.76	0	3.48	3.75	-0.602471993829517	2.24690655045447	1.7831370291667	-0.263532729926704	1.68373962405596	2.80785937169174	3.90868466099571	-1.5021	0.10724	1.03044746839495	1.27198063444673
STAT2	4.59	6.46	3.73	4.11	12.14	1.7	NA	NA	NA	0.321647176224523	NA	NA	NA	0.067856	-0.22239	-1.29490211154385	-1.15151604066266
TRADD	4	4.63	-0.07	-1.24	0.81	4.61	-1.1358484402375	5.79777632122079	2.19110769523026	-0.668428669529833	2.488941627427	3.48063856866645	4.97693200942286	-2.0206	-2.7859	1.84302061946834	2.84626043479041
EIF3L	3.65	7.14	0.47	-1.53	2.99	2.03	-0.691772832846004	1.06853333904313	-2.6097289044592	1.07298019999066	0.113290813646943	1.5074396578235	-0.238826655667262	-0.13554	1.1518	-1.4766033246902	0.543362848257974
ATP5SL	3.63	0.73	2.54	2.22	2.62	2.51	0.60211137990767	-2.05049655116326	-1.08644988838656	0.872418704791296	0.873666315762587	-1.8910325445794	-1.22064621549904	0.11152	0.9941	-2.00482274551487	-1.70542064861679
KMT2A	3.1	2.27	0.47	14.15	2.88	4.08	-0.503091418273723	-0.287825913831411	-0.184374083049966	0.0907641457056026	1.13246259878322	-1.31969161710658	-1.68361550636283	0.66622	1.0872	0.984234960446325	1.16995271036126
ARID1A	2	-0.56	1.99	2.11	0.15	0.66	1.23896084181048	2.92183127001026	0.679596478575634	-0.956063804695521	2.15663647749577	3.05245203902266	3.59778397866675	0.60318	-0.561	2.90160190958943	2.28314208934424
ADO	1.76	4.15	-0.08	0.16	0.13	1.55	1.51898607935295	4.80185820001315	-0.452484479195202	-3.18857482804	4.78901733992771	3.94741364096594	5.77489737914908	0.11939	0.76955	-1.38011252973617	1.45926567114028
WDR24	1.33	5.67	-1.31	2.78	2.76	1.26	1.54398486174678	2.30773284627584	-0.0094501292506836	-1.32719556227178	3.32835011489793	2.73429504625964	0.742309231352364	-0.23547	0.12599	-1.78083138847442	-1.04211147294575
NF2	0.17	7.02	-1.63	2.5	3.26	3.44	0.854261705975625	-0.00298289207025755	1.98884784453028	-1.59428596390693	2.54101239796274	-0.631888099745654	-0.920866750045155	2.566	1.7279	1.46998432274228	-0.612087299467951
RC3H1	0.14	2.61	-1.47	-0.7	2.54	2.07	1.81512956954392	2.41907106424984	1.80175474939866	0.216959381262407	2.28188721247394	2.81154626231928	3.13186115547615	-0.73871	0.33969	-0.877527847651232	1.16672857313862
CALR	3.1	5.18	1.36	4.51	7.68	-0.03	-1.56399816225898	-0.634001259723777	-2.84525415475902	0.58426802667945	1.20625288025283	-0.347840462811754	-1.96911401332385	1.5658	2.5003	-2.01179074464398	1.18040292288801
FADD	-2.99	6.42	-2.67	-0.13	-1.93	3.87	-1.7233790551076	4.46896224856978	1.5627814873328	0.742210182751112	3.48921573725739	1.27842390413153	2.4607265524469	2.44	1.141	0.120231203801266	0.994622294800202
MEN1	2.57	5.03	3.3	12.96	3.62	0.73	0.717638844544468	-0.98159380637592	-0.364666993119948	-0.538546226871022	-1.65213025741701	1.62764585547111	-1.0781652875375	1.9716	1.1169	1.79221832732639	2.42036348179397
CASP8	1.91	11.67	-1.09	0.4	1.59	4.58	0.106860058995896	3.88626113068252	1.14405699737462	-0.561143083113485	4.34043643562997	5.49714011358736	6.53084441957303	0.66614	1.9235	2.99460550504349	0.843050859518759
IFNGR2	12.76	11.51	23.96	21.13	28.69	1.9	7.36004159386709	0.72874117647361	5.0349394103558	-1.66999678347552	2.59419026825822	1.83412123457083	2.8084022158359	0.4992	-0.84279	5.17657188395952	5.1749270878836
TAP2	12.37	12.08	12.29	17.34	17.38	8.64	4.40993845869544	0.960268697429826	-0.906937214717551	0.431561699924387	-2.10176347671357	2.44210744768031	3.11480588194769	0.8398	2.5783	-1.53927981312185	-0.709329541868912
TAP1	10.03	12.09	12.18	16.89	17.79	7.47	1.94712291816028	0.210035456392223	-0.676221537888836	-1.0603618744637	0.144304531680915	4.55494213784467	3.50646567549668	1.4812	2.025	-0.674584159154456	-2.14508564448078
IFNGR1	13.01	12.36	26.57	21.36	28.01	3.98	6.21234398249055	3.60819054969724	5.0349394103558	0.628067076194332	-1.66036025856521	3.83650038599057	2.67134479764481	0.15522	0.025533	3.52872931461119	4.51876972012241
B2M	10.94	9.43	8.85	13.27	15.25	4.35	4.22027914211884	1.37030407995718	-0.796020706760786	-1.76800540543798	0.9273207961088	4.28614542685018	5.19384018077366	2.1315	1.9688	-0.910991219690731	-2.1833777922278
JAK2	10.15	11.43	16.67	20.09	25.62	4.36	5.43695111703969	1.96203851790329	5.0349394103558	0.0512077203100095	3.19442023126647	4.10403841670825	2.3117402839576	0.67847	0.17958	4.42554297972406	4.70489230467897
TNFRSF1A	8.2	6.05	3.34	2.37	4.22	4.48	1.52282697235156	5.79334053674088	4.18275318737557	-2.02111366592324	4.40333370860917	5.12725320207266	5.52794694198291	0.18673	0.92074	-1.00370671384046	-0.298711738159952
TAPBP	7.42	9.13	5.97	14.99	15.7	3.79	2.41809506724006	0.530651933934335	0.359234058212619	0.204708345146412	-1.20407653090932	2.96899032859748	3.17042905034021	2.3243	2.1119	0.567963135450221	0.168207551950247
STAT1	16.5	13.58	22.56	21.48	38.45	2.45	7.80404869241187	2.5494208534374	5.0349394103558	-0.493668946037975	1.62007577740642	3.54346882260912	3.16920983054003	1.0263	0.88882	4.20248564051588	5.87930204118575
JAK1	21.3	14.82	28.33	22.21	40.76	2.54	8.20953615160139	4.20420620871884	5.0349394103558	0.138354822473438	2.94285566192804	3.31818023169875	5.60355453701629	1.337	0.87234	3.38278034114764	5.61304227915237
